metagenre,vol,num,author,author_std,title,subtitle,editorial,genre,city,publisher,year,series,pages,printrun,price,contents
nonfic,1946-1948,1615,"Студитский, А. Н.",СтудитскийАН,Здоровые зубы,nan,nan,nan,М.,Институт санитарного просвещения,1948.0,Библиотечка школьника,28.0,10000.0,1.75,nan
method,1946-1948,1620,"Суляев, X. Я.",СуляевXЯ,Азбука Морзе,nan,nan,nan,М.; Л.,Детгиз,1948.0,nan,32.0,45000.0,0.7,Значение связи в жизни человека; Связь в древности; История электрического телеграфа; Азбука Морзе; С чего начать; Как изучать азбуку Морзе; Работа на телеграфном ключе; Применение азбуки Морзе; Зуммер; Телеграфный ключ Морзе. 12 Детская литература
nonfic,1946-1948,1625,"Сытин, П. В.",СытинПВ,По старой и новой Москве,"Исторические районы, главные улицы и площади великого города",nan,nan,М.; Л.,Детгиз,1947.0,800 лет. 1147—1947,235.0,30000.0,16.0,nan
nonfic,1946-1948,1626,NOAUTHOR,nan,Табель-календарь на 1948 год,nan,Художник В. Лебедев. Титульный лист Н. Ушаковой.,nan,М.; Л.,Детгиз,1947.0,nan,nan,100000.0,nan,nan
nonfic,1946-1948,1643,NOAUTHOR,nan,Твои спутники на всю жизнь,nan,nan,nan,М.,Институт санитарного просвещения Министерства здравоохранения СССР,1947.0,nan,nan,500.0,nan,nan
method,1946-1948,1657,"Тимофеев, С. И.",ТимофеевСИ,Как вести маршрутную съемку,nan,Изд. 2-е.,nan,М.,Центральная детская экскурсионно-туристическая станция Министерства просвещения РСФСР,1947.0,nan,15.0,25000.0,0.75,nan
method,1946-1948,1658,"Тимофеев, С. И.",ТимофеевСИ,"Как измерить ширину, глубину и скорость течения реки",nan,Изд. 2-е,nan,М.,Акад. пед. наук СССР,1948.0,Центральная детская экскурсионно-туристическая станция Министерства просвещения РСФСР,11.0,25000.0,0.5,nan
method,1946-1948,1659,"Тимофеев, С. И.",ТимофеевСИ,Умей определять расстояния,nan,Изд. 2-е,nan,М.,Центральная детская экскурсионно-туристическая станция Министерства просвещения РСФСР,1947.0,nan,14.0,25000.0,0.75,nan
method,1946-1948,1668,NOAUTHOR,nan,«Товарищ»,Записная книжка пионера и школьника на 1948/49 учебный год,Сост. М. А. Смирнов при участии А. И. Гусева и Е. Н. Смирнова.,nan,М.,Огиз—Молодая гвардия,1948.0,nan,495.0,100000.0,10.0,nan
method,1946-1948,1669,NOAUTHOR,nan,«Товарищ»,Записная книжка пионера и школьника на 1948/49 учебн. год,Сост. М. А. Смирнов при участии А. И. Гусева и Е. Н. Смирнова. 2-е изд.,nan,М.,Огиз—Молодая гвардия,1948.0,nan,531.0,nan,7.0,nan
method,1946-1948,1719,"Трамм, Б. Ф.",ТраммБФ,Пионеру и школьнику о противовоздушной и противохимической обороне,Под общей редакцией П. Кобелева,nan,nan,М.,"Ред-издат, ЦС Союза Осоавиахим СССР",1946.0,Центральный Совет Союза Осоавиахим СССР,nan,40000.0,1.0,nan
method,1946-1948,1762,NOAUTHOR,nan,Украсим нашу Родину садами! (Письмо участников 2-го Всесоюзного слета юных садоводов.) 2-й Всесоюзный слет юных садоводов,nan,nan,nan,Мичуринск,Акад. пед. наук СССР,1948.0,nan,nan,3500.0,nan,nan
nonfic,1946-1948,1763,"Ульянова, А. И.",УльяноваАИ,Детские и школьные годы Ильича,nan,nan,nan,М.; Л.,Детгиз,1946.0,Дешевая библиотечка,44.0,25000.0,0.5,nan
nonfic,1946-1948,1764,"Ульянова, А. И.",УльяноваАИ,Детские и школьные годы Ильича,nan,Иллюстр. Б. Дехтерева.,nan,М.; Л.,Детгиз,1947.0,Школьная библиотека,32.0,200000.0,2.0,nan
nonfic,1946-1948,1765,NOAUTHOR,nan,"Урал — земля золотая. (Книга пионеров и школьников Свердловской, Молотовской и Челябинской областей.) Организатор и составитель Анатолий Климов",nan,Оформление М. Ткачева. Изд. 2-е,nan,Челябинск,Челябинское областное изд-во,1948.0,nan,6.0,10000.0,7.5,"От издательства; Анатолий Климов, «Книга уральских ребят»; Письмо М.-А. Нексе; М.-А. Нексе. Белая птица. (Перев. В. Олигина и В. Золотавиной. 8 кл., г. Свердловск.) Далекие были: М. Берсенев, А. Ваганов, Ю. Кривоносов, Ю. Носов, В. Сак-нынь, Н. Сергеев, В. Черницкий, Л. Шангина, В. Шевченко, М. Ше-шина (7—8 кл., г. Свердловск). История гор; Е. Сигова (9 кл., г. Свердловск). Ночь в горах; П. Пшеничников (9 кл., г. Серов). Земля золотая; Е. Новоселов, С. Толмачев (7 кл., с. Махнево). В царство Епанчи; Е. Новоселов (7 кл., с. Махнево). Клад Емельяна Пугачева; Ш. Камалов (7 кл., нос. Анненский). Салават. Седой Урал: В. Гилев (7 кл., г. Свердловск). Чудо-камень; О. Сазонова (9 кл., г. Кушва). Богатик; B.  Николаев (7 кл., г. Молотов). Холодное небо. Родной край: Э. Попова (8 кл., г. Свердловск). Герои Урала; Н. Шагонина, П. Жарынин (4 кл., с. Герасимов-ское), В. Беляева (9 кл., г. Тавда). Павел Морозов; А. Ситников (8 кл., Нижний Тагил). В тайге; А.  Чеснокова, Г. Никонова, С. Ио-фина, В. Филинкова, Л. Батру-нова (7 кл., Уралмашзавод). Родина заводов; М. Шешина (8 кл., г. Свердловск). В царстве Али-Бабы; В. Бабинцев, В. Будаков, Ю. Винокуров, С. Исупов, Ю. Ко-стоусов, В. Литовкина, А. Мальцев, Н. Маслова, Т. Назарова, C. Пищальников, В. Сильваненко, A. Созин, Э. Ткаченко, М. Тушина, B.  Шишкин (5—8 кл., г. Серов). Красная шапочка; В. Пушкарев, М. Черномазова (7—8 кл., г. Серов). На домне; Н. Антонов, B. Бабошин, Л. Белов, Н. Осипов, Р. Савостина, В. Саукова (5—8 кл., г. Егоршино). В подземном городке; Л. Дроздович, Л. Никитин (7 кл., г. Магнитогорск). Атач; Е. Селиванов, Л. Кабанов (8 кл., г. Каменск-Уральский). Летающий металл; В. Щенников (9 кл., г. Серов). В уральском лесу; А. Шилов, А. Долгих, Л. Лыкова, C.  Скетерис (9 кл., г. Дегтярка). Вода — шахтер; Б. Вайнштейн (6 кл., г. Молотов). Товарищу. В недрах гор: Е. Федоров (6 кл., г. Свердловск). Походная; А. Созин (7 кл., г. Серов). Старатели платины; А. Летемин (бкл., с. Щелкун). Волшебный камень; А. Головушкина, Л. Юрченко, А. Ваулин (8 кл., г. Асбест). Дорогой камень; А. Макроносов (5 кл., с. Глинское). Гранит или аметист? — И. Шляпников (8 кл., ] 2 Детская литература г. Свердловск). В разведках; В. Щенников (9 кл., г. Серов). Драга. •—И. Тарасевич. Е. Абеска-лов, Н. Кузеванова, Е. Беляев, Е. Мельникова, Н. Лобанова, Р. Белоглазова, 3. Пронина, Н. Яркина, 3. Надеждинская, В. Огин-цев, Л. Вивсюк, В. Пономарев, A. Бердников, Ю. Устинов (7—9 кл., г. Асбест). Горный лен; Г. Сычев (9 кл., с. Покровское). Жила; А. Обрезкова (7 кл., прииск Ис). Гидравлика; В. Еремин (7 кл., г. Челябинск). Ипьмен-Тау; В. Авдонин, С. Архипов, Б. Стахов, В. Гилев, Н. Свиякин (5—7 кл., г. Свердловск). Музей в горах. Интересная жизнь: B. Бабинцев, В. Будаков, Ю. Винокуров, С. Исупов, Ю. Костоусов, В. Литовкина, А. Мальцев, Н. Маслова, Т. Назарова, С. Пищальников, В. Сильваненко, А. Созин, Э. Ткаченко, М. Тупицина, В. Шишкин (5—8 кл., г. Серов). По горам и рекам; В. Калинин (8 кл., г. Кудымкар). В лесах Коми; А. Сотников (9 кл., г. Ки-зел). Соловей; В. Подкорытов (7 кл., с. Печеркино). Маленькие брэмы; В. Мошков (6 кл., с. Печеркино). Пернатый разбойник; Т. Меньшенин (7 кл., с. Печеркино). «Открытие». В стране приключений: И. Шушарин, Б. Скрыль, А. Извеков, П. Адонь-ев, В. Адоньев (4—7 кл., пос. Среднеуральск). Робинзоны; М. Кочемасов (6 кл., Симский завод). Вдоль реки Силь; И. Орловская (8 кл., г. Челябинск). Спит Тур-гояк; В. Колулаев (7 кл., г. Свердловск). Живая гора; В. Щенников (9 кл., г. Серов). Лесной пожар; Я. Якоб, Э. Трушникова, В. Кондратьева, А. Русакова (7—8 кл., г. Кунгур). Ледяная пещера; В. Корявкин (5 кл., г. Камышлов). Случайная находка; А. Сотников (9 кл., г. Кизел). За рекой; М. Кочемасов (6 кл., Симский завод). Гора соколов. На звериных тропах: И. Другов (6 кл., пос. Бере-зовск). Охота; А. Хатанзеева (6 кл., становище Бурмантово). У народа Манси; И. Челюдских (7 кл., с. Тавда). Шишкарь; Е. Завражина (6 кл., с. Ивдель). Гость; В. Выдрин (6 кл., с. Ивдель). Встреча; В. Снегирев (8 кл., с. Полтавское). Опасная охота; Ф. Землянских. На Яй-ве; М. Тасманова (5 кл., становище Бурмантово). Хитрая росомаха; Ю. Калинин (7 кл., прииск Ис). За тальменями на Выю; П. Трескова (5 кл., с. Новоселове). На току; Л. Яркова (6 кл., г. Лысьва). Зима; Е. Новоселов (8 кл., с. Махнево). В согре; Е. Фейерабендт, музыка Ю. Оле-сова (г. Свердловск). Песня уральских ребят; До новой встречи! (Послесловие)"
fic,1946-1948,1766,NOAUTHOR,nan,Уральские огоньки,Альманах  № 1,Обложка Фехнера.,nan,Челябинск,Челябгиз,1948.0,nan,85.0,10000.0,7.5,"Н. Кутов. Повсюду огоньки горят. (Рис. Фехнера.) — Н. Заржевский. Уралочка. (Рис. Алюхина.) — Г. Тюричев. Советский воин; Н. Заржевский. Песня о родине. (Рис. Фехнера.) — A.  Подклетнов. Сын; Л. Преображенская. Наша улица. (Рис. Че-линцевой.) — Л. Шнейдер. Чемпион. (Рис. Фехнера.) — В. Галенко. Весенняя картинка. (Рис. Че-линцевой.) — Я. Вахменцев. Наша река. (Рис. Фехнера.) — Л. Шнейдер. Как мы путешествовали. (Рис. Челинцевой.) — Н. Кутов. Какое большое море? (Рис. Фехнера.) —• Н. Кутов. Письмо из Ашхабада. (Рис. Фехнера.) — В. Кузнецов. Три автобуса. (Рис. Челинцевой.) — Л. Преображенская. Пропавшая грамота. (Рис. Челинцевой.) — B.  Кузнецов. Мчится поезд. (Рис. Челинцевой.) — Г. Спектор. Памятный подарок. (Рис. Фехнера.) — И. Иванов. В поле. (Рис. Челинцевой.) — Для           маленьких: И. Иваное. Про рыбака, волка и лису. (Рис. Челинцевой.) — Л. Преображенская. Тараторочка. (Рис. Челинцевой.) — В. Кузнецов. Хороший денек. (Рис. Алюхина.) — Л. Преображенская. Ваня в лесу. (Рис. Челинцевой.) — В. Кузнецов. Считалки. (Рис. Фехнера.) — В. Кузнецов. Комар. (Рис. Челинцевой.) — Котюжинский. Десять братьев. Детское творчество: В. Кузнецов. Литературный кружок; Р. Столбушкин. Сталинский Урал; Р. Столбушкин. Первое мая; В. Садаков. Первый лагерный день Еремы. (Рис. Фехнера.) — В. Садаков. Купанье. (Рис. Фехнера.) — Л. Хас-кин. Уважительные причины; Ж. Подклетнова. Воробей; Г. Щербин. Раколовы. (Рис. Фехнера.) — Л. Хаскин. Утро. В родном краю: Л. Преображенская. Музей в селе Уйском. (Рис. Челинцевой.) — О. Колесникова. В гостях у юных натуралистов. (Рис. Челинцевой.) Памятные даты:  Е. Салтейский. Белинский. К 100-летию со дня смерти. (Рис. Фехнера.) — Е. Салтейский. Горький. К 80-летию со дня рождения. (Рис. Фехнера.) Книжная п о лк а: Ф. Ефимов. Книга уральских ребят. (Заставка Фехнера.) Будь сильным, ловким и смелым: Л. Шнейдер. Учись плавать брассом. (Заставка и рис. Утца.) — В часы досуга. (Рис. Фехнера.)"
nonfic,1946-1948,1769,"Успенский, Лев.",УспенскийЛВ,Заниматель-. ная география,nan,Под редакцией И. И. Бабкова.,nan,Л.,Лениздат,1947.0,nan,88.0,15000.0,3.75,nan
nonfic,1946-1948,1771,"Устинович, Н.",УстиновичНС,Лесная жизнь,nan,Иллюстр. Е. Афанасьевой и В. Трофимова.,nan,Ставрополь,изд. газ. Ставропольская правда,1947.0,nan,32.0,25422.0,2.0,См; № 1770
method,1946-1948,1775,"Ухин, И. И.",УхинИИ,"Юннаты, шефствуйте над молодняком",nan,nan,nan,Омск,Омская областная станция юных натуралистов,1948.0,Библиотека юного натуралиста,12.0,2000.0,0.6,nan
nonfic,1946-1948,1805,"Феденко, И. И.",ФеденкоИИ,Волга — великая русская река,nan,nan,nan,М.; Л.,Детгиз,1946.0,Наша Родина,128.0,45000.0,6.0,nan
nonfic,1946-1948,1806,"Федоров, Л. М.",ФедоровЛМ,Встречайте и охраняйте пернатых друзей,nan,nan,nan,Ярославль,Ярославский дворец пионеров. Отдел юных натуралистов и краеведов,1948.0,nan,nan,500.0,nan,nan
nonfic,1946-1948,1807,"Ферсман, А. Е.",ФерсманАЕ,Занимательная геохимия,Химия земли,Предисловие В. Г. Хлопина и Н. КРазумовского. Иллюстр. Ю. Киселева.,nan,М.; Л.,Детгиз,1948.0,nan,nan,30000.0,15.4,nan
method,1946-1948,1809,"Филиппычев, А. В.",ФилиппычевАВ,Самодельный бензиновый моторчик Ф-5,nan,nan,nan,М.,"Ред-издат, ЦС Союза Осоавиахим СССР",1946.0,nan,36.0,10000.0,1.0,nan
nonfic,1946-1948,1815,"Формозов, А. Н.",ФормозовАН,Шесть дней в лесах,Приключения юных HaTvoa-листов,"Иллюстр. автора. Изд. 3-е, исправл. и дополнен.",nan,М.,Акад. пед. наук СССР,1948.0,Московское о-во испытателей природы. Среди природы,111.0,20000.0,4.0,nan
fic,1946-1948,1830,"Хаким, Мусса",ХакимМ,Мой зверинец,nan,Иллюстр. В. Лермонтова.,nan,Дзауджикау,Государств. изд-во Северо-Осетинской АССР,1947.0,nan,12.0,40000.0,2.0,nan
method,1946-1948,1832,"Хаскин, А.",ХаскинАИ,У новогодней елки,"Кроссворды, ребусы и задачи",nan,nan,М.,Московский большевик,1949.0,nan,16.0,200000.0,0.75,nan
method,1946-1948,1839,"Хршановский, А.",ХршановскийА,Как ориентироваться без компаса,nan,nan,nan,М.; Л.,Детгиз,1947.0,nan,7.0,25000.0,0.3,nan
method,1946-1948,1840,"Хршановский, А.",ХршановскийА,Как сделать план местности,nan,nan,nan,М.; Л.,Детгиз,1947.0,nan,11.0,25000.0,0.4,nan
coloring,1946-1948,1844,NOAUTHOR,nan,Цирк,nan,Текст М. Светлова. Иллюетр. В. Алфеевского.,nan,М.,изд. Художественной мастерской Центрального дома работников искусств СССР,1946.0,nan,nan,15000.0,nan,nan
method,1946-1948,1872,NOAUTHOR,nan,Четыре времени года,Книга для воспитателя детского сада,"Под редакцией В. В. Бианки. Составители: В. В. Бианки, С. А. Веретенникова, А. А. Клыков.",nan,М.; Л.,Учпедгиз,1946.0,Библиотека воспитателя детского сада,151.0,20000.0,3.4,"Предисловие; Введение В. Бианки. Весна: А. С. Пушкин. «Гонимы вешними лучами...» — А. Черемных. Март; М. Пришвин. Светлая капель; М. Пришвин. Лягушонок; М. Пришвин. Жаркий час; В. Бианки. Три весны; Н. Павлова. Ранней весной; А. Клыков. Под водой; М. Пришвин. Прилет зябликов; М. Пришвин. Цветут березки; М. Пришвин. Первый рак; М. Пришвин. Иволги; М. Пришвин. Отцветает черемуха; Н. Павлова. Весной; Н. Павлова. Вредная трава; В. Бианки. Веселый месяц май; В. Бианки. Лесной хор; В. Бианки. Игры и пляски; Народные приметы и поговорки. Рассказы и сказки: М. Пришвин. Луговка; В. Бианки. Птичьи разговоры; В. Бианки. Голубые лягушки; В. Бианки. Поганки; Н. Павлова. Находка; Н. Павлова. Живая бусинка; Н. Павлова. На солнышке и в тени; Н. Павлова. Под кустом; Н. Павлова. Подножная травка; А. Клыков. Коротенькое детство; Народные загадки; Народные пословицы; Скороговорки; В. Бианки. Гуляй да присматривайся; Н. Павлова. Игрушки-самоделки. Лето: И. Аксаков. Жар свалил; К. Фофанов. Лето; И. Аксаков. Покос. (Из семейной хроники «Детские годы Багрова-внука».) — А. Черемных. Июль; Л. Н. Толстой. Хаджи Мурат. (Отрывок.) — М. Пришвин. Роса; М. Пришвин. Закат года; М. Пришвин. Запоздалая весна; М. Пришвин. Пень-муравейник; М. Пришвин. Зарастающая поляна; В. Бианки. Кто где живет? — Н. Павлова. Летом; В. Бианки. Охота на огороде; А. Клыков. В воде; К. Паустовский. Несколько слов о приметах. (Из рассказа «Мещор-ская сторона».) — А. С. Пушкин. Приметы; Народные приметы. Рассказы и сказки: Л. Н. Толстой. Орел; М. Пришвин. Золотой луг; М. Пришвин. О чем шепчутся раки; В. Бианки. Птичьи разговоры; В. Бианки. Глупые вопросы; В. Бианки. Подкидыш; В. ■ Бианки. Теремок; В. Бианки. Золотое сердечко; В. Бианки. Купанье медвежат. •— В.  Бианки. Хвосты; Н. Павлова. Как облачко; Н. Павлова. Длинный нос; • Н. Павлова. Желтый, белый и лиловый; Н. Павлова. Большая ягода; • Н. Павлова. В живой комнатке; Народные загадки; Народные пословицы и поговорки; В. Бианки. Гуляй да присматривайся; Л. Чудинова. Игры; Л. Чудинова и Н. Павлова.      Игрушки-самоделки. Осень: А. С. Пушкин. Осень. •— Ф. Тютчев. Осень; Е. Благинина. Осень. •— И. Греков. Приметы осени; Е. Благинина. Улетают, улетели; М. Пришвин. Поздняя осень; В. Бианки. Готовятся к зиме. •— Н. Павлова. Осенью; А. Клыков. В воде осенью. Р а с с к азы и сказки: К. Д. Ушинский. История одной яблоньки; М. Пришвин. Говорящий грач; М. Пришвин. Лисичкин хлеб; Н. Павлова. Поехали; Л. Чудинова. Сенокосец; Н. Павлова. Опенки; Народные загадки; Народные пословицы, поговорки; Скороговорки; В. Бианки. Гуляй да присматривайся; Н. Павлова. Опавшие листья (игра). Зима: A.  С. Пушкин. Зимнее утро; B.   Баратынский. «Где сладкий шо-пот...» — Л. Н. Толстой. Зайцы; М. Пришвин. Деревья в лесу; М. Пришвин. Дятел; М. Пришвин. Звери; М. Пришвин. Беличья память; М. Пришвин. Ночевки зайца; М. Пришвин. Разговор птиц и зверей; М. Пришвин. Птицы под снегом; Н. Павлова. Деревья зимой; Н. Павлова. Заботливые деревья; Н. Павлова. Кто что успел; Н. Павлова. Самая зимостойкая ягода; А. Клыков. Зимой под водой. Рассказы и сказки: В. Бианки. Приказ на снегу; В. Бианки. Сумасшедшая птица; • Н. Павлова. Зимняя пирушка; М. Малишевский. Хитрый Кобка; Народные загадки; Народные пословицы и поговорки; Народные приметы; Прибаутки,— В. Бианки. Гуляй да присматривайся! — Разгадки и ответы на вопросы"
nonfic,1946-1948,1884,NOAUTHOR,nan,Что узнали ученые о Земле,Памятка юному читателю,nan,nan,М.,Акад. пед. наук СССР,1948.0,Государственная ордена Ленина библиотека СССР им. В. И. Ленина,20.0,5000.0,0.5,nan
method,1946-1948,1884а,NOAUTHOR,nan,Что читать детям. (Анноти-рованнцй указатель литературы  ) Рекомендовано к печати учебно-методическим советом Министерства просвещения РСФСР,nan,"Сост. К. К. Андреев, Н. П. Булатов, Э. К. Быковская и др.",nan,М.; Л.,Госкультпросветиздат — Детгиз,1948.0,nan,224.0,40000.0,8.0,nan
method,1946-1948,1912,"Шестаков, К.",ШестаковК,Как научиться лепить,nan,nan,nan,М.; Л.,Детгиз,1947.0,nan,11.0,45000.0,0.4,nan
method,1946-1948,1918,"Шмакова, А.",ШмаковаА,Юный электромонтер,nan,nan,nan,М.,Огиз—Молодая гвардия,1948.0,nan,32.0,100000.0,0.5,nan
method,1946-1948,1925,"Щербаков, Б.",ЩербаковБ,Новый способ борьбы с вредителями сада и огорода,nan,nan,nan,М.; Л.,Детгиз,1947.0,Центральная станция юных натуралистов Министерства просвещения РСФСР,15.0,50000.0,0.3,nan
nonfic,1946-1948,1927,"Щукин, С.",ЩукинСВ,Выращивание огурцов,nan,nan,nan,М.; Л.,Детгиз,1947.0,Центральная станция юных натуралистов Министерства просвещения РСФСР,16.0,50000.0,0.3,nan
method,1946-1948,1928,"Щукин, С.",ЩукинСВ,Как вырастить капусту,nan,nan,nan,М.; Л.,Детгиз,1947.0,Центральная станция юных натуралистов Министерства просвещения РСФСР,16.0,50000.0,0.3,nan
method,1946-1948,1929,"Щукин, С.",ЩукинСВ,Как вырастить морковь и свеклу,nan,nan,nan,М.; Л.,Детгиз,1947.0,Центральная станция юных натуралистов Министерства просвещения РСФСР,16.0,50000.0,0.3,nan
method,1946-1948,1930,"Щукин, С.",ЩукинСВ,Как вырастить томаты,Выращивание тыкв и кабачков,nan,nan,М.; Л.,Детгиз,1947.0,Центральная станция юных натуралистов Министерства просвещения РСФСР,29.0,50000.0,0.6,nan
method,1946-1948,1931,"Щукин, С.",ЩукинСВ,Как получить высокий урожай картофеля,nan,nan,nan,М.; Л.,Детгиз,1947.0,Центральная станция юных натуралистов Министерства просвещения РСФСР,16.0,50000.0,0.3,nan
method,1946-1948,1932,"Щукин, С.",ЩукинСВ,Календарь работы кружка юных опытников-растениеводов,Применительно к средней полосе РСФСР,nan,nan,М.; Л.,Детгиз,1948.0,Центральная станция юных натуралистов Министерства просвещения РСФСР,8.0,45000.0,0.2,nan
method,1946-1948,1933,"Щукин, С.",ЩукинСВ,Краткий справочник юного растениевода,nan,nan,nan,М.; Л.,Детгиз,1948.0,Центральная станция юных натуралистов Министерства просвещения РСФСР,16.0,45000.0,0.5,nan
method,1946-1948,1934,"Щукин, С.",ЩукинСВ,Ускоренное размножение картофеля,nan,nan,nan,М.; Л.,Детгиз,1947.0,Центральная станция юных натуралистов Министерства просвещения РСФСР,8.0,50000.0,0.15,nan
method,1946-1948,1935,"Щукин, С.",ЩукинСВ,Участвуйте в конкурсе юных растениеводов,nan,nan,nan,М.; Л.,Детгиз,1947.0,Центральная станция юных натуралистов Министерства просвещения РСФСР,14.0,50000.0,0.3,nan
fic,1946-1948,1938,"Эдельман, А.; Малик, М.",ЭдельманА,Приятели,nan,Текст А. Эдельман. Иллюстр. М. Малик.,nan,Л.,Государственная автоинспекция Управления милиции,1946.0,nan,nan,5000.0,nan,nan
fic,1946-1948,1938,"Эдельман, А.; Малик, М.",МаликМ,Приятели,nan,Текст А. Эдельман. Иллюстр. М. Малик.,nan,Л.,Государственная автоинспекция Управления милиции,1946.0,nan,nan,5000.0,nan,nan
nonfic,1946-1948,1939,"Эйгенсон, М.",ЭйгенсонМ,Книга о Солнце,nan,Иллюстр. Л. Коростышевского.,nan,М.; Л.,Детгиз,1948.0,nan,64.0,30000.0,2.0,Солнце — центр планетной системы; Земля и Солнце; Солнце и древние люди; Как смотреть на Солнце; Что видно на Солнце; Отчего Солнце такое ослепительное; Как измерили температуру Солнца; Солнечные затмения и зачем их наблюдают; Как научились устраивать искусственные затмения; Солнечные вихри; Солнечная атмосфера; Солнечная корона; Как худеет Солнце; Солнце — великий работник; Солнце и жизнь; Топливо — сгусток солнечной      энергии; «Желтый уголь»; Солнце — мать Земли; Энергия Солнца; Атомная энергия; Солнечные частицы на Земле; Солнечные возмущения на Земле — магнитные бури; Солнце и погода; Солнце и климат; Солнце — звезда; Солнце и вселенная
method,1946-1948,1943,NOAUTHOR,nan,«Юные краснокрестовцы»,Литерат.-художеств. сборник для школьных краснокрестных организаций,Под редакцией С. В. Михалкова. Составил Н. М. Новиков.,nan,М.,изд. Исполкома Союза обществ Красного Креста и Красного Полумесяца СССР,1947.0,nan,31.0,10000.0,1.75,"Предисловие; Е. Кононенко. Комсомольское сердце; С. Сергеев-Цен-ский. Хитрая я девчонка; В. Гусев. Сестра; Е. Долматовский. Санитар; Ю. Герман. Семнадцатилетняя; Г. Нагаев. Песня о фронтовых подругах; О. Берггольц. Я здесь, сынок; В. Маяковский. Что такое хорошо и что такое плохо; В. Маяковский. Мой руки; В. Маяковский. Плюй в урну; С. Маршак. «Рано вставать, рано в кровать...» — А. Барто. Девочка чумазая; А. Барто. Санитарная комиссия; С. Михалков. Про мимозу"
method,1946-1948,1944,NOAUTHOR,nan,Юный переплетчик,Пособие для школьников,nan,nan,М.,Огиз—Молодая гвардия,1948.0,nan,31.0,100000.0,0.5,nan
method,1946-1948,1950,"Яковлева, П.",ЯковлеваП,"Юные садоводы, уничтожайте вредителей сада",nan,nan,nan,М.,Акад. пед. наук СССР,1948.0,Всероссийское общество охраны природы,16.0,200000.0,0.3,nan
method,1949-1950,19,"Александрова, М.",АлександроваМ,Модель линейного корабля,nan,nan,nan,М.,Изд-во ДОСААФ,1950.0,Всесоюзное добровольное об-во содействия Военно-морскому флоту. — Библиотека юного конструктора,24.0,20000.0,2.0,nan
fic,1949-1950,22,"Алексин, А. П.; Браиловская, С. М.",АлексинАП,Внеклассное чтение,Сборник художественных произведений  в нерусских школ. Утверждено Министерством просвещения РСФСР,nan,nan,М.,Учпедгиз,1950.0,nan,256.0,25000.0,7.6,"Предисловие; Сказки. Песня. М. Голубкова (народная      сказительница); Ленинская правда. Белорусская сказка; Как нужду прогнали. Русская народная сказка; Каменный мальчик. Дагестанская сказка; Аминбек. Башкирская сказка; Мастер Али. Казахская сказка; Каменная чаша. Сказка П. Бажова; Сказка о царе Сал-тане. А. С. Пушкин. Жизнь детей до Великой Октябрьской социалистической революции. Юность Ломоносова. (Глава из книги «Юность Ломоносова».) М. Муратов; Из детства Алеши Пешкова. (Отрывки из повести «Детство».) М. Горький; На Волге. Н. АНекрасов; Дети подземелья. (Главы из рассказа «Дети подземелья».) B. Г. Короленко; Янко музыкант. Г. Сенкевич; Детская дружба. (Главы из повести «Слепой музыкант».) В. Г. Короленко; Рыболовы. (Главы из повести «Зеленая кобылка».) П. Бажов; Юный подпольщик. (Главы из    повести «Мальчик из Уржума».) А Голубева; Гаврик и Петя. (Главы из, повести «Белеет парус одинокий».) B. Катаев. Жизнь детей в советское время. Храбрый партизан.  Н. - Тихонов; Большое сердце. Б. Лавренев; Дружба. (Главы из повести «Васек Трубачей и его Товарищи».) В. Осеева; Волга... Волга... (Песня.) В. Лебе-дев-Кумач; Чукотка. (Главы из-повести «Чукотка».) П. Семушкин; История трех колосков. (Главы из повести «Стожары».) А. Мусатов; Одна среди . всех. C. Михалков; Так решили  большевики. С. Васильев; Расти,. Москва! В. Лебедев-Кумач; Поезжай за моря-океаны. М, Исаковский"
